   2.832500e+01  -1.164500e+01  -0.000000e+00  -1.460050e+01   2.832500e+01   1.164500e+01
   3.793500e+01   2.822500e+01   0.000000e+00   1.014000e+00   3.793500e+01  -2.822500e+01
   3.279000e+01   4.095000e+00  -0.000000e+00  -1.539400e+01   3.279000e+01  -4.095000e+00
   2.734000e+01   3.831000e+01   0.000000e+00   2.542150e+01   2.734000e+01  -3.831000e+01
  -3.917500e+01   7.225000e+00   0.000000e+00   1.412200e+01  -3.917500e+01  -7.225000e+00
  -6.798000e+01   4.239500e+01   0.000000e+00   7.662000e+00  -6.798000e+01  -4.239500e+01
  -3.169500e+01  -2.385000e+00   0.000000e+00   7.360000e+00  -3.169500e+01   2.385000e+00
  -6.248500e+01  -4.942500e+01   0.000000e+00   1.752500e+00  -6.248500e+01   4.942500e+01
  -3.090000e+00  -7.815000e+00   0.000000e+00   1.154750e+01  -3.090000e+00   7.815000e+00
   1.952500e+01   3.119000e+01   0.000000e+00  -8.616500e+00   1.952500e+01  -3.119000e+01
   1.914000e+01   2.104500e+01  -0.000000e+00  -6.256000e+00   1.914000e+01  -2.104500e+01
  -2.440000e+01  -2.021500e+01   0.000000e+00   6.590000e+00  -2.440000e+01   2.021500e+01
  -1.697500e+01  -2.412000e+01   0.000000e+00   9.019000e+00  -1.697500e+01   2.412000e+01
   2.147000e+01   6.915000e+00   0.000000e+00  -5.317500e+00   2.147000e+01  -6.915000e+00
  -3.285000e+00   2.115000e+00   0.000000e+00  -2.830000e-01  -3.285000e+00  -2.115000e+00
  -4.070000e+00   8.550000e-01   0.000000e+00   7.124000e+00  -4.070000e+00  -8.550000e-01
  -6.174500e+01  -2.303500e+01   0.000000e+00   1.542800e+01  -6.174500e+01   2.303500e+01
   1.956500e+01   2.905000e+00   0.000000e+00  -3.712000e+00   1.956500e+01  -2.905000e+00
  -1.547500e+01  -3.118500e+01   0.000000e+00  -1.816150e+01  -1.547500e+01   3.118500e+01
   6.706000e+01   3.655000e+00   0.000000e+00  -1.662550e+01   6.706000e+01  -3.655000e+00
   3.729500e+01  -3.101500e+01   0.000000e+00  -4.364000e+00   3.729500e+01   3.101500e+01
  -2.105000e+00   5.750000e-01   0.000000e+00  -1.401500e+00  -2.105000e+00  -5.750000e-01
   1.215000e+01   5.435000e+00   0.000000e+00  -1.722000e+00   1.215000e+01  -5.435000e+00
  -3.075000e+00  -5.050000e-01   0.000000e+00  -4.860000e-01  -3.075000e+00   5.050000e-01
  -2.870000e+00  -3.400000e-01   0.000000e+00   7.350000e-02  -2.870000e+00   3.400000e-01
   9.450000e-01   1.470000e+00   0.000000e+00  -2.230000e-01   9.450000e-01  -1.470000e+00
   2.065000e+00   1.335000e+00   0.000000e+00  -3.480000e-01   2.065000e+00  -1.335000e+00
  -5.400000e-01   2.450000e-01  -0.000000e+00  -4.655000e-01  -5.400000e-01  -2.450000e-01
  -1.165000e+00   4.350000e-01   0.000000e+00  -5.850000e-01  -1.165000e+00  -4.350000e-01
  -6.800000e-01  -2.415000e+00   0.000000e+00   1.250000e+00  -6.800000e-01   2.415000e+00
   5.750000e-01   0.000000e+00  -0.000000e+00  -1.940000e-01   5.750000e-01   0.000000e+00
  -1.035000e+00  -6.650000e-01   0.000000e+00   1.220000e-01  -1.035000e+00   6.650000e-01
  -9.500000e-02  -1.950000e-01  -0.000000e+00  -5.500000e-03  -9.500000e-02   1.950000e-01
  -7.550000e-01  -6.150000e-01   0.000000e+00   1.330000e-01  -7.550000e-01   6.150000e-01
  -9.550000e-01  -8.250000e-01   0.000000e+00   7.000000e-02  -9.550000e-01   8.250000e-01
   2.350000e-01   3.650000e-01   0.000000e+00  -8.800000e-02   2.350000e-01  -3.650000e-01
   5.000000e-03  -6.500000e-02   0.000000e+00   8.650000e-02   5.000000e-03   6.500000e-02
  -2.550000e-01  -2.650000e-01   0.000000e+00   7.150000e-02  -2.550000e-01   2.650000e-01
  -3.250000e-01  -1.250000e-01   0.000000e+00   6.900000e-02  -3.250000e-01   1.250000e-01
  -3.835000e+00  -1.115000e+00   0.000000e+00  -3.987000e+00  -3.835000e+00   1.115000e+00
   6.400000e-01  -1.715000e+00   0.000000e+00  -1.332500e+00   6.400000e-01   1.715000e+00
   1.307000e+01   8.525000e+00   0.000000e+00  -2.337500e+00   1.307000e+01  -8.525000e+00
   2.550000e+00   3.050000e-01   0.000000e+00  -1.791000e+00   2.550000e+00  -3.050000e-01
   7.475000e+00   1.535000e+00  -0.000000e+00  -5.165000e-01   7.475000e+00  -1.535000e+00
  -2.090000e+00   5.250000e-01   0.000000e+00  -1.770000e-01  -2.090000e+00  -5.250000e-01
